date,artist,total_streams
2018-01-20,Ed Sheeran,1245568
2018-01-20,Ozuna,203716
2018-01-21,Drake,5741289
2018-01-21,Post Malone,3865726
2018-01-21,The Chainsmokers,910567
2018-01-21,Ed Sheeran,1146737
2018-01-21,Ozuna,183938
2018-01-22,Drake,6782810
2018-01-22,Post Malone,4049342
2018-01-22,The Chainsmokers,985932
2018-01-22,Ed Sheeran,1248129
2018-01-22,Ozuna,195544
2018-01-23,Drake,6547965
2018-01-23,Post Malone,4139825
2018-01-23,The Chainsmokers,1048508
2018-01-23,Ed Sheeran,1271134
2018-01-23,Ozuna,192471
2018-01-24,Drake,6963737
2018-01-24,Post Malone,4199775
2018-01-24,The Chainsmokers,1059422
2018-01-24,Ed Sheeran,1273946
2018-01-25,Drake,6914538
2018-01-25,Post Malone,4263970
2018-01-25,The Chainsmokers,1076587
2018-01-25,Ed Sheeran,1238172
2018-01-26,Drake,6724177
2018-01-26,Post Malone,4162992
2018-01-26,The Chainsmokers,1051628
2018-01-26,Ed Sheeran,1220564
2018-01-27,Drake,5852695
2018-01-27,Post Malone,3910554
2018-01-27,The Chainsmokers,966461
2018-01-27,Ed Sheeran,1126608
2018-01-28,Drake,5117377
2018-01-28,Post Malone,3585419
2018-01-28,The Chainsmokers,898802
2018-01-28,Ed Sheeran,1052815
2018-01-29,Drake,5358459
2018-01-29,Post Malone,3675897
2018-01-29,The Chainsmokers,950172
2018-01-29,Ed Sheeran,1185696
2018-01-30,Drake,5502092
2018-01-30,Post Malone,3877317
2018-01-30,The Chainsmokers,1009176
2018-01-30,Ed Sheeran,1178626
2018-01-31,Drake,5352348
2018-01-31,Post Malone,3945431
2018-01-31,The Chainsmokers,1008318
2018-01-31,Ed Sheeran,1160026
2018-02-01,Drake,5204418
2018-02-01,Post Malone,4190227
2018-02-01,The Chainsmokers,972669
2018-02-01,Ed Sheeran,1144815
2018-02-02,Drake,5271220
2018-02-02,Post Malone,4062059
2018-02-02,Ed Sheeran,1140540
2018-02-02,The Chainsmokers,733431
2018-02-03,Drake,4926003
2018-02-03,Post Malone,3855079
2018-02-03,Ed Sheeran,1063160
2018-02-03,The Chainsmokers,889203
2018-02-03,Ozuna,193735
2018-02-04,Drake,4473037
2018-02-04,Post Malone,3603705
2018-02-04,Ed Sheeran,979933
2018-02-04,The Chainsmokers,822656
2018-02-04,Ozuna,172919
2018-02-05,Drake,4202073
2018-02-05,Post Malone,3413252
2018-02-05,Ed Sheeran,978608
2018-02-05,The Chainsmokers,795405
2018-02-05,Ozuna,181223
2018-02-06,Drake,4839537
2018-02-06,Post Malone,3796164
2018-02-06,The Chainsmokers,921194
2018-02-06,Ed Sheeran,1083730
2018-02-06,Ozuna,199253
2018-02-07,Drake,4735749
2018-02-07,Post Malone,3772562
2018-02-07,The Chainsmokers,965230
2018-02-07,Ed Sheeran,1070344
2018-02-07,Ozuna,193277
2018-02-08,Drake,4720331
2018-02-08,Post Malone,3789417
2018-02-08,The Chainsmokers,939542
2018-02-08,Ed Sheeran,1058116
2018-02-08,Ozuna,196988
2018-02-09,Drake,4784391
2018-02-09,Post Malone,3832757
2018-02-09,Ed Sheeran,1078678
2018-02-09,The Chainsmokers,893767
2018-02-09,Ozuna,202749
2018-02-10,Drake,4509902
2018-02-10,Post Malone,3578086
2018-02-10,Ed Sheeran,1006464
2018-02-10,The Chainsmokers,812618
2018-02-10,Ozuna,194503
2018-02-11,Drake,4037595
2018-02-11,Post Malone,3256910
2018-02-11,Ed Sheeran,927336
2018-02-11,The Chainsmokers,742275
2018-02-11,Ozuna,172383
2018-02-12,Drake,4244163
2018-02-12,Post Malone,3457113
2018-02-12,Ed Sheeran,1013297
2018-02-12,The Chainsmokers,828694
2018-02-13,Drake,4274886
2018-02-13,Post Malone,3567195
2018-02-13,Ed Sheeran,1047667
2018-02-13,The Chainsmokers,836721
2018-02-14,Drake,4246639
2018-02-14,Post Malone,3588030
2018-02-14,Ed Sheeran,1741410
2018-02-14,The Chainsmokers,624504
2018-02-15,Drake,4223583
2018-02-15,Post Malone,3620130
2018-02-15,Ed Sheeran,1383326
2018-02-15,The Chainsmokers,817441
2018-02-16,Drake,4568324
2018-02-16,Post Malone,3756844
2018-02-16,The Chainsmokers,1486732
2018-02-16,Ed Sheeran,1101021
2018-02-17,Drake,4685284
2018-02-17,Post Malone,3429570
2018-02-17,Ed Sheeran,992315
2018-02-17,The Chainsmokers,1266268
2018-02-17,Ozuna,192860
2018-02-18,Drake,4346598
2018-02-18,Post Malone,3138858
2018-02-18,Ed Sheeran,910086
2018-02-18,The Chainsmokers,1099720
2018-02-18,Ozuna,172381
2018-02-19,Drake,4410667
2018-02-19,Post Malone,3190103
2018-02-19,Ed Sheeran,960830
2018-02-19,The Chainsmokers,1196920
2018-02-20,Drake,4624310
2018-02-20,Post Malone,3387155
2018-02-20,Ed Sheeran,970860
2018-02-20,The Chainsmokers,1249669
2018-02-21,Drake,4606286
2018-02-21,Post Malone,3737820
2018-02-21,Ed Sheeran,970641
2018-02-21,The Chainsmokers,1263842
2018-02-22,Drake,4473906
2018-02-22,Post Malone,3746938
2018-02-22,Ed Sheeran,965656
2018-02-22,The Chainsmokers,1199865
2018-02-23,Drake,4657021
2018-02-23,Post Malone,7098026
2018-02-23,Ed Sheeran,989144
2018-02-23,The Chainsmokers,987516
2018-02-24,Drake,4549775
2018-02-24,Post Malone,7146391
2018-02-24,Ed Sheeran,921227
2018-02-24,The Chainsmokers,1082379
2018-02-24,Ozuna,190586
2018-02-25,Drake,4123806
2018-02-25,Post Malone,6486489
2018-02-25,Ed Sheeran,843015
2018-02-25,The Chainsmokers,1023320
2018-02-26,Post Malone,7391527
2018-02-26,Drake,4272025
2018-02-26,Ed Sheeran,907512
2018-02-26,The Chainsmokers,1102267
2018-02-27,Drake,4429988
2018-02-27,Post Malone,7207747
2018-02-27,Ed Sheeran,926183
2018-02-27,The Chainsmokers,1169614
2018-02-28,Drake,4387997
2018-02-28,Post Malone,7259104
2018-02-28,Ed Sheeran,931057
2018-02-28,The Chainsmokers,975689
2018-03-01,Drake,4387210
2018-03-01,Post Malone,7129936
2018-03-01,Ed Sheeran,929051
2018-03-01,The Chainsmokers,1157611
2018-03-02,Drake,4200197
2018-03-02,Post Malone,6782355
2018-03-02,Ed Sheeran,738550
2018-03-02,The Chainsmokers,910843
2018-03-03,Drake,4308487
2018-03-03,Post Malone,6167314
2018-03-03,Ed Sheeran,717129
2018-03-03,The Chainsmokers,1036834
2018-03-04,Drake,3726982
2018-03-04,Post Malone,5560336
2018-03-04,Ed Sheeran,827725
2018-03-04,The Chainsmokers,797942
2018-03-05,Drake,3471842
2018-03-05,Post Malone,5886109
2018-03-05,Ed Sheeran,680263
2018-03-05,The Chainsmokers,1034540
2018-03-06,Drake,3528685
2018-03-06,Post Malone,5986444
2018-03-06,Ed Sheeran,688515
2018-03-06,The Chainsmokers,915970
2018-03-07,Drake,3571942
2018-03-07,Post Malone,5805870
2018-03-07,The Chainsmokers,914102
2018-03-07,Ed Sheeran,681574
2018-03-08,Drake,3579209
2018-03-08,Post Malone,5815177
2018-03-08,The Chainsmokers,937896
2018-03-08,Ed Sheeran,678555
2018-03-09,Drake,3526668
2018-03-09,Post Malone,5673655
2018-03-09,Ed Sheeran,702764
2018-03-09,The Chainsmokers,894356
2018-03-10,Drake,3725857
2018-03-10,Post Malone,5344167
2018-03-10,Ed Sheeran,676572
2018-03-10,The Chainsmokers,792052
2018-03-11,Drake,3259669
2018-03-11,Post Malone,5125945
2018-03-11,Ed Sheeran,623056
2018-03-11,The Chainsmokers,770740
2018-03-12,Drake,3189891
2018-03-12,Post Malone,5330489
2018-03-12,Ed Sheeran,657896
2018-03-12,The Chainsmokers,959976
2018-03-13,Drake,3144924
2018-03-13,Post Malone,5295397
2018-03-13,Ed Sheeran,654791
2018-03-13,The Chainsmokers,756371
2018-03-14,Drake,3103044
2018-03-14,Post Malone,5051365
2018-03-14,Ed Sheeran,656326
2018-03-14,The Chainsmokers,759022
2018-03-15,Drake,3134892
2018-03-15,Post Malone,5139585
2018-03-15,Ed Sheeran,653163
2018-03-15,The Chainsmokers,750118
2018-03-16,Drake,3082159
2018-03-16,Post Malone,5307268
2018-03-16,The Chainsmokers,1224311
2018-03-16,Ed Sheeran,672191
2018-03-17,Drake,3238162
2018-03-17,Post Malone,4897005
2018-03-17,The Chainsmokers,889182
2018-03-17,Ed Sheeran,919214
2018-03-18,Drake,2916088
2018-03-18,Post Malone,4487015
2018-03-18,The Chainsmokers,794329
2018-03-18,Ed Sheeran,600304
2018-03-19,Drake,2752641
2018-03-19,Post Malone,4810280
2018-03-19,The Chainsmokers,659607
2018-03-19,Ed Sheeran,635248
2018-03-20,Drake,2834068
2018-03-20,Post Malone,4887250
2018-03-20,The Chainsmokers,874374
2018-03-20,Ed Sheeran,640884
2018-03-21,Drake,2740624
2018-03-21,Post Malone,4765039
2018-03-21,The Chainsmokers,654240
2018-03-21,Ed Sheeran,632279
2018-03-22,Drake,2764085
2018-03-22,Post Malone,4825933
2018-03-22,The Chainsmokers,824008
2018-03-22,Ed Sheeran,637539
2018-03-23,Drake,2954579
2018-03-23,Post Malone,5028613
2018-03-23,The Chainsmokers,616523
2018-03-23,Ed Sheeran,644584
2018-03-24,Drake,3068437
2018-03-24,Post Malone,4730977
2018-03-24,Ed Sheeran,608945
2018-03-24,The Chainsmokers,529106
2018-03-25,Drake,2747053
2018-03-25,Post Malone,4333377
2018-03-25,Ed Sheeran,564001
2018-03-25,The Chainsmokers,463647
2018-03-26,Drake,2781746
2018-03-26,Post Malone,4665049
2018-03-26,Ed Sheeran,612514
2018-03-26,The Chainsmokers,522746
2018-03-27,Drake,2789648
2018-03-27,Post Malone,4689372
2018-03-27,Ed Sheeran,616878
2018-03-27,The Chainsmokers,499516
2018-03-28,Drake,2794148
2018-03-28,Post Malone,4703697
2018-03-28,Ed Sheeran,621371
2018-03-28,The Chainsmokers,513425
2018-03-29,Drake,2847867
2018-03-29,Post Malone,4775870
2018-03-29,Ed Sheeran,627365
2018-03-29,The Chainsmokers,517952
2018-03-30,Drake,2775613
2018-03-30,Post Malone,4778728
2018-03-30,Ed Sheeran,631334
2018-03-30,The Chainsmokers,509072
2018-03-31,Drake,2800332
2018-03-31,Post Malone,4390766
2018-03-31,Ed Sheeran,582644
2018-03-31,The Chainsmokers,441351
2018-04-01,Drake,2435364
2018-04-01,Post Malone,3843473
2018-04-01,Ed Sheeran,526641
2018-04-01,The Chainsmokers,377845
2018-04-02,Drake,2384635
2018-04-02,Post Malone,4283298
2018-04-02,Ed Sheeran,586790
2018-04-02,The Chainsmokers,446447
2018-04-03,Drake,2389563
2018-04-03,Post Malone,4303715
2018-04-03,Ed Sheeran,586459
2018-04-03,The Chainsmokers,462720
2018-04-04,Drake,2400301
2018-04-04,Post Malone,4381662
2018-04-04,Ed Sheeran,586718
2018-04-04,The Chainsmokers,473987
2018-04-05,Drake,2390552
2018-04-05,Post Malone,4495057
2018-04-05,Ed Sheeran,589672
2018-04-05,The Chainsmokers,464912
2018-04-06,Drake,2473017
2018-04-06,Post Malone,4583352
2018-04-06,Ed Sheeran,598329
2018-04-06,The Chainsmokers,462439
2018-04-07,Drake,5075158
2018-04-07,Post Malone,4267261
2018-04-07,Ed Sheeran,561456
2018-04-07,The Chainsmokers,405831
2018-04-08,Drake,4990314
2018-04-08,Post Malone,3914997
2018-04-08,Ed Sheeran,523957
2018-04-08,The Chainsmokers,372784
2018-04-09,Drake,5498818
2018-04-09,Post Malone,4202671
2018-04-09,Ed Sheeran,567661
2018-04-09,The Chainsmokers,235150
2018-04-10,Drake,5637956
2018-04-10,Post Malone,4200414
2018-04-10,Ed Sheeran,562285
2018-04-10,The Chainsmokers,234467
2018-04-11,Drake,5736384
2018-04-11,Post Malone,4297433
2018-04-11,Ed Sheeran,569728
2018-04-11,The Chainsmokers,237233
2018-04-12,Drake,5690839
2018-04-12,Post Malone,4366666
2018-04-12,Ed Sheeran,572865
2018-04-12,The Chainsmokers,226329
2018-04-13,Drake,5961284
2018-04-13,Post Malone,4485295
2018-04-13,Ed Sheeran,587201
2018-04-13,The Chainsmokers,237024
2018-04-14,Drake,5442088
2018-04-14,Post Malone,4152700
2018-04-14,Ed Sheeran,551585
2018-04-14,The Chainsmokers,424246
2018-04-15,Drake,4573223
2018-04-15,Post Malone,3759300
2018-04-15,Ed Sheeran,502940
2018-04-15,The Chainsmokers,374807
2018-04-16,Drake,4954496
2018-04-16,Post Malone,4161820
2018-04-16,Ed Sheeran,543170
2018-04-16,The Chainsmokers,234553
2018-04-17,Drake,5267058
2018-04-17,Post Malone,4351320
2018-04-17,Ed Sheeran,552214
2018-04-17,The Chainsmokers,242787
2018-04-18,Drake,5271098
2018-04-18,Post Malone,4426507
2018-04-18,Ed Sheeran,560929
2018-04-18,The Chainsmokers,254064
2018-04-19,Drake,5172370
2018-04-19,Post Malone,4400169
2018-04-19,Ed Sheeran,554277
2018-04-19,The Chainsmokers,243051
2018-04-20,Drake,5165363
2018-04-20,Post Malone,4521380
2018-04-20,The Chainsmokers,1268431
2018-04-20,Ed Sheeran,561967
2018-04-21,Drake,4771969
2018-04-21,Post Malone,4121124
2018-04-21,The Chainsmokers,358088
2018-04-21,Ed Sheeran,526815
2018-04-22,Drake,4276099
2018-04-22,Post Malone,3763691
2018-04-22,The Chainsmokers,492548
2018-04-22,Ed Sheeran,486663
2018-04-23,Drake,4539938
2018-04-23,Post Malone,4033133
2018-04-23,The Chainsmokers,337347
2018-04-23,Ed Sheeran,527597
2018-04-24,Drake,4629546
2018-04-24,Post Malone,4128373
2018-04-24,The Chainsmokers,320175
2018-04-24,Ed Sheeran,529873
2018-04-25,Drake,4427280
2018-04-25,Post Malone,4112591
2018-04-25,The Chainsmokers,301665
2018-04-25,Ed Sheeran,530483
2018-04-26,Drake,4445471
2018-04-26,Post Malone,4219673
2018-04-26,Ed Sheeran,536170
2018-04-26,The Chainsmokers,279660
2018-04-27,Post Malone,49330822
2018-04-27,Drake,4315729
2018-04-27,The Chainsmokers,302651
2018-04-27,Ed Sheeran,537756
2018-04-28,Post Malone,38239077
2018-04-28,Drake,4260372
2018-04-28,The Chainsmokers,280580
2018-04-28,Ed Sheeran,519011
2018-04-29,Post Malone,31078644
2018-04-29,Drake,3731595
2018-04-29,Ed Sheeran,476137
2018-04-29,The Chainsmokers,433742
2018-04-30,Post Malone,35807182
2018-04-30,Drake,3799770
2018-04-30,The Chainsmokers,315778
2018-04-30,Ed Sheeran,511811
2018-05-01,Post Malone,32395135
2018-05-01,Drake,3871858
2018-05-01,The Chainsmokers,351320
2018-05-01,Ed Sheeran,521198
2018-05-02,Post Malone,29424293
2018-05-02,Drake,3908644
2018-05-02,The Chainsmokers,337716
2018-05-02,Ed Sheeran,517735
2018-05-03,Post Malone,27780037
2018-05-03,Drake,3905515
2018-05-03,The Chainsmokers,305436
2018-05-03,Ed Sheeran,519242
2018-05-04,Post Malone,25150384
2018-05-04,Drake,4032075
2018-05-04,The Chainsmokers,283875
2018-05-04,Ed Sheeran,529732
2018-05-05,Post Malone,20791125
2018-05-05,Drake,4003469
2018-05-05,The Chainsmokers,281431
2018-05-05,Ed Sheeran,508980
2018-05-06,Drake,3536644
2018-05-06,Post Malone,17881689
2018-05-06,Ed Sheeran,464135
2018-05-06,The Chainsmokers,235483
2018-05-07,Post Malone,20645972
2018-05-07,Drake,3701648
2018-05-07,The Chainsmokers,328511
2018-05-07,Ed Sheeran,497001
2018-05-08,Post Malone,20042738
2018-05-08,Drake,3737978
2018-05-08,The Chainsmokers,359667
2018-05-08,Ed Sheeran,518846
2018-05-09,Post Malone,19465460
2018-05-09,Drake,3732268
2018-05-09,The Chainsmokers,390530
2018-05-09,Ed Sheeran,506201
2018-05-10,Drake,3731258
2018-05-10,Post Malone,18982567
2018-05-10,The Chainsmokers,351049
2018-05-10,Ed Sheeran,508824
2018-05-11,Drake,3587325
2018-05-11,Post Malone,18688976
2018-05-11,The Chainsmokers,329266
2018-05-11,Ed Sheeran,521493
2018-05-12,Drake,3671143
2018-05-12,Post Malone,16265030
2018-05-12,The Chainsmokers,330904
2018-05-12,Ed Sheeran,497631
2018-05-13,Drake,3201913
2018-05-13,Post Malone,14238098
2018-05-13,The Chainsmokers,275743
2018-05-13,Ed Sheeran,460090
2018-05-14,Drake,3419656
2018-05-14,Post Malone,16435228
2018-05-14,The Chainsmokers,367685
2018-05-14,Ed Sheeran,495609
2018-05-15,Drake,3503109
2018-05-15,Post Malone,16107056
2018-05-15,The Chainsmokers,378406
2018-05-15,Ed Sheeran,509889
2018-05-16,Drake,3471708
2018-05-16,Post Malone,15594921
2018-05-16,The Chainsmokers,374836
2018-05-16,Ed Sheeran,498778
2018-05-17,Drake,3484675
2018-05-17,Post Malone,15360152
2018-05-17,The Chainsmokers,365014
2018-05-17,Ed Sheeran,501830
2018-05-18,Drake,3558588
2018-05-18,Post Malone,15064207
2018-05-18,The Chainsmokers,367163
2018-05-18,Ed Sheeran,509019
2018-05-19,Drake,3362587
2018-05-19,Post Malone,13084451
2018-05-19,The Chainsmokers,330609
2018-05-19,Ed Sheeran,474479
2018-05-20,Drake,3069853
2018-05-20,Post Malone,12064350
2018-05-20,The Chainsmokers,279732
2018-05-20,Ed Sheeran,454655
2018-05-21,Drake,3236621
2018-05-21,Post Malone,13786005
2018-05-21,The Chainsmokers,354661
2018-05-21,Ed Sheeran,522925
2018-05-22,Drake,3300398
2018-05-22,Post Malone,13807306
2018-05-22,The Chainsmokers,413080
2018-05-22,Ed Sheeran,500280
2018-05-23,Drake,3452805
2018-05-23,Post Malone,13877016
2018-05-23,The Chainsmokers,410765
2018-05-23,Ed Sheeran,503716
2018-05-24,Drake,3475966
2018-05-24,Post Malone,13769612
2018-05-24,The Chainsmokers,602370
2018-05-24,Ed Sheeran,505915
2018-05-25,Drake,3340231
2018-05-25,Post Malone,13292808
2018-05-25,The Chainsmokers,422104
2018-05-25,Ed Sheeran,520954
2018-05-26,Drake,3422480
2018-05-26,Post Malone,11512118
2018-05-26,The Chainsmokers,385421
2018-05-26,Ed Sheeran,485544
2018-05-27,Drake,3714219
2018-05-27,Post Malone,10157543
2018-05-27,The Chainsmokers,336027
2018-05-27,Ed Sheeran,436671
2018-05-28,Drake,4182114
2018-05-28,Post Malone,10247310
2018-05-28,The Chainsmokers,524129
2018-05-28,Ed Sheeran,454818
2018-05-29,Drake,4650439
2018-05-29,Post Malone,11417831
2018-05-29,The Chainsmokers,389792
2018-05-29,Ed Sheeran,474064
2018-05-30,Drake,4759659
2018-05-30,Post Malone,11505843
2018-05-30,The Chainsmokers,376205
2018-05-30,Ed Sheeran,485086
2018-05-31,Drake,4607876
2018-05-31,Post Malone,11673449
2018-05-31,The Chainsmokers,369181
2018-05-31,Ed Sheeran,490168
2018-06-01,Drake,4654440
2018-06-01,Post Malone,11649937
2018-06-01,The Chainsmokers,384407
2018-06-01,Ed Sheeran,496139
2018-06-02,Drake,4238275
2018-06-02,Post Malone,10795055
2018-06-02,The Chainsmokers,576016
2018-06-02,Ed Sheeran,469858
2018-06-03,Drake,3729242
2018-06-03,Post Malone,9920019
2018-06-03,The Chainsmokers,533037
2018-06-03,Ed Sheeran,432967
2018-06-04,Drake,3602061
2018-06-04,Post Malone,10852809
2018-06-04,The Chainsmokers,328444
2018-06-04,Ed Sheeran,462574
2018-06-05,Drake,3634824
2018-06-05,Post Malone,11045674
2018-06-05,The Chainsmokers,333662
2018-06-05,Ed Sheeran,469132
2018-06-06,Drake,3626151
2018-06-06,Post Malone,11044036
2018-06-06,The Chainsmokers,368945
2018-06-06,Ed Sheeran,470346
2018-06-07,Drake,3586536
2018-06-07,Post Malone,11064355
2018-06-07,The Chainsmokers,365571
2018-06-07,Ed Sheeran,472853
2018-06-08,Drake,3595908
2018-06-08,Post Malone,11202419
2018-06-08,The Chainsmokers,393271
2018-06-08,Ed Sheeran,481436
2018-06-09,Drake,3780161
2018-06-09,Post Malone,10184849
2018-06-09,The Chainsmokers,577317
2018-06-09,Ed Sheeran,453536
2018-06-10,Drake,3424228
2018-06-10,Post Malone,9422918
2018-06-10,The Chainsmokers,521934
2018-06-10,Ed Sheeran,418366
2018-06-11,Post Malone,10350575
2018-06-11,Drake,3437683
2018-06-11,The Chainsmokers,358796
2018-06-11,Ed Sheeran,456596
2018-06-12,Post Malone,10420509
2018-06-12,Drake,3500519
2018-06-12,The Chainsmokers,387506
2018-06-12,Ed Sheeran,458642
2018-06-13,Post Malone,10319139
2018-06-13,Drake,3493643
2018-06-13,The Chainsmokers,381501
2018-06-13,Ed Sheeran,460484
2018-06-14,Post Malone,10409610
2018-06-14,Drake,3873005
2018-06-14,The Chainsmokers,376168
2018-06-14,Ed Sheeran,465384
2018-06-15,Post Malone,10239312
2018-06-15,Drake,3739250
2018-06-15,The Chainsmokers,377318
2018-06-15,Ed Sheeran,469600
2018-06-16,Post Malone,9572891
2018-06-16,Drake,3782872
2018-06-16,The Chainsmokers,359992
2018-06-16,Ed Sheeran,448338
2018-06-17,Post Malone,8503188
2018-06-17,Drake,3090577
2018-06-17,The Chainsmokers,322691
2018-06-17,Ed Sheeran,409024
2018-06-18,Post Malone,9225337
2018-06-18,Drake,3048290
2018-06-18,The Chainsmokers,344338
2018-06-18,Ed Sheeran,454338
2018-06-19,Post Malone,7945645
2018-06-19,Drake,3065098
2018-06-19,The Chainsmokers,337698
2018-06-19,Ed Sheeran,227470
2018-06-20,Post Malone,8412021
2018-06-20,Drake,3080371
2018-06-20,The Chainsmokers,336683
2018-06-20,Ed Sheeran,454213
2018-06-21,Post Malone,8602543
2018-06-21,Drake,3029673
2018-06-21,The Chainsmokers,345449
2018-06-21,Ed Sheeran,460451
2018-06-22,Post Malone,8034218
2018-06-22,Drake,3041706
2018-06-22,The Chainsmokers,339450
2018-06-22,Ed Sheeran,468097
2018-06-23,Post Malone,7936937
2018-06-23,Drake,2900031
2018-06-23,The Chainsmokers,310706
2018-06-23,Ed Sheeran,433046
2018-06-24,Post Malone,7393546
2018-06-24,Drake,2861108
2018-06-24,The Chainsmokers,289489
2018-06-24,Ed Sheeran,407212
2018-06-25,Post Malone,7906430
2018-06-25,Drake,2744130
2018-06-25,The Chainsmokers,312398
2018-06-25,Ed Sheeran,445889
2018-06-26,Post Malone,7879678
2018-06-26,Drake,2825115
2018-06-26,The Chainsmokers,522644
2018-06-26,Ed Sheeran,449701
2018-06-27,Post Malone,7781821
2018-06-27,Drake,2811527
2018-06-27,The Chainsmokers,493316
2018-06-27,Ed Sheeran,448822
2018-06-28,Post Malone,8097387
2018-06-28,Drake,3303796
2018-06-28,The Chainsmokers,501711
2018-06-28,Ed Sheeran,456164
2018-06-29,Drake,81278725
2018-06-29,Post Malone,7259462
2018-06-29,The Chainsmokers,481277
2018-06-29,Ed Sheeran,480876
2018-06-30,Drake,61068142
2018-06-30,Post Malone,6841754
2018-06-30,The Chainsmokers,428619
2018-06-30,Ed Sheeran,437015
2018-07-01,Drake,41434900
2018-07-01,Post Malone,6462538
2018-07-01,The Chainsmokers,393695
2018-07-01,Ed Sheeran,394713
2018-07-02,Drake,38863423
2018-07-02,Post Malone,6577024
2018-07-02,The Chainsmokers,438425
2018-07-02,Ed Sheeran,451915
2018-07-03,Drake,34553211
2018-07-03,Post Malone,6706028
2018-07-03,The Chainsmokers,458757
2018-07-03,Ed Sheeran,452206
2018-07-04,Drake,29245543
2018-07-04,Post Malone,5635977
2018-07-04,Ed Sheeran,562542
2018-07-04,The Chainsmokers,431561
2018-07-05,Drake,26445436
2018-07-05,Post Malone,6117284
2018-07-05,Ed Sheeran,555437
2018-07-05,The Chainsmokers,528122
2018-07-06,Drake,24881952
2018-07-06,Post Malone,6447771
2018-07-06,Ed Sheeran,476425
2018-07-06,The Chainsmokers,455327
2018-07-07,Drake,22052583
2018-07-07,Post Malone,6278340
2018-07-07,Ed Sheeran,439795
2018-07-07,The Chainsmokers,430735
2018-07-08,Drake,19970520
2018-07-08,Post Malone,6139079
2018-07-08,Ed Sheeran,410510
2018-07-08,The Chainsmokers,405420
2018-07-09,Drake,22793949
2018-07-09,Post Malone,6680494
2018-07-09,The Chainsmokers,440803
2018-07-09,Ed Sheeran,445960
2018-07-10,Drake,23508820
2018-07-10,Post Malone,6404011
2018-07-10,The Chainsmokers,439945
2018-07-10,Ed Sheeran,440858
2018-07-11,Drake,22532901
2018-07-11,Post Malone,6335897
2018-07-11,The Chainsmokers,451074
2018-07-11,Ed Sheeran,440807
2018-07-12,Drake,22251841
2018-07-12,Post Malone,6094802
2018-07-12,The Chainsmokers,468579
2018-07-12,Ed Sheeran,466191
2018-07-13,Drake,21942901
2018-07-13,Post Malone,5993068
2018-07-13,Ed Sheeran,250899
2018-07-14,Drake,20043621
2018-07-14,Post Malone,5872912
2018-07-14,Ed Sheeran,450154
2018-07-14,The Chainsmokers,215782
2018-07-15,Drake,17248400
2018-07-15,Post Malone,5314750
2018-07-15,Ed Sheeran,412205
2018-07-15,The Chainsmokers,191283
2018-07-16,Drake,17990601
2018-07-16,Post Malone,5780759
2018-07-16,Ed Sheeran,455660
2018-07-16,The Chainsmokers,208371
2018-07-17,Drake,16635122
2018-07-17,Post Malone,5789190
2018-07-17,Ed Sheeran,449170
2018-07-17,The Chainsmokers,208708
2018-07-18,Drake,15957641
2018-07-18,Post Malone,6114639
2018-07-18,Ed Sheeran,455069
2018-07-18,The Chainsmokers,212617
2018-07-19,Drake,14905104
2018-07-19,Post Malone,6146015
2018-07-19,Ed Sheeran,452297
2018-07-19,The Chainsmokers,220439
2018-07-20,Drake,14657001
2018-07-20,Post Malone,6058816
2018-07-20,Ed Sheeran,468113
2018-07-20,The Chainsmokers,220238
2018-07-21,Drake,13174112
2018-07-21,Post Malone,5660917
2018-07-21,Ed Sheeran,438191
2018-07-21,The Chainsmokers,206025
2018-07-22,Drake,11612534
2018-07-22,Post Malone,5151764
2018-07-22,Ed Sheeran,401528
2018-07-22,The Chainsmokers,186086
2018-07-23,Drake,12111582
2018-07-23,Post Malone,5494272
2018-07-23,Ed Sheeran,447861
2018-07-24,Drake,12085292
2018-07-24,Post Malone,5526490
2018-07-24,Ed Sheeran,448458
2018-07-24,The Chainsmokers,203872
2018-07-25,Drake,11558422
2018-07-25,Post Malone,5455914
2018-07-25,Ed Sheeran,439837
2018-07-25,The Chainsmokers,203349
2018-07-26,Drake,11118807
2018-07-26,Post Malone,5545230
2018-07-26,Ed Sheeran,443395
2018-07-26,The Chainsmokers,218607
2018-07-27,Drake,11142907
2018-07-27,Post Malone,5681517
2018-07-27,The Chainsmokers,724962
2018-07-27,Ed Sheeran,455879
2018-07-28,Drake,10242889
2018-07-28,Post Malone,5142410
2018-07-28,The Chainsmokers,449397
2018-07-28,Ed Sheeran,430662
2018-07-29,Drake,8774810
2018-07-29,Post Malone,4729753
2018-07-29,Ed Sheeran,397266
2018-07-29,The Chainsmokers,187829
2018-07-30,Drake,8927384
2018-07-30,Post Malone,5043597
2018-07-30,Ed Sheeran,441539
2018-07-30,The Chainsmokers,423448
2018-07-31,Drake,8742656
2018-07-31,Post Malone,5324197
2018-07-31,Ed Sheeran,444244
2018-07-31,The Chainsmokers,420999
2018-08-01,Drake,8332478
2018-08-01,Post Malone,5634084
2018-08-01,Ed Sheeran,440332
2018-08-01,The Chainsmokers,414914
2018-08-02,Drake,7992679
2018-08-02,Post Malone,5659017
2018-08-02,Ed Sheeran,439348
2018-08-02,The Chainsmokers,446982
2018-08-03,Drake,7710915
2018-08-03,Post Malone,4959378
2018-08-03,The Chainsmokers,311176
2018-08-03,Ed Sheeran,235346
2018-08-04,Drake,7495394
2018-08-04,Post Malone,4852054
2018-08-04,The Chainsmokers,289055
